Date,Total_Customers,Current_Account_Customers,Total_Current_Account_Balance,Savings_Customers,Total_Savings_Balance,Mortgage_Approvals_Synthetic,Personal_Loan_Customers,Total_Personal_Loan_Balance,Credit_Card_Customers,Total_Credit_Card_Balance,Bank_Rate,CPI,GDP_Growth,Unemployment_Rate,House_Price_Index,Current_Accounts,Savings_Accounts,Mortgage_Approvals,Consumer_Credit,Credit_Card_Lending,Economy_Status,Difficult_Economy_Probability
2019-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.75,1.9,0.5,3.8,80.4,169393,165108,64153,78192,55943,0,6.2662449881976e-05
2019-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.75,1.9,0.5,3.8,80.2,169341,166157,62218,78422,55950,0,6.3012740168618e-05
2019-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,0.75,2.1,0.2,3.8,80.8,170348,166353,65896,78216,55954,0,7.966891362522153e-05
2019-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,0.75,2.0,0.2,3.9,80.9,171104,166883,65540,78174,56063,0,9.02064649733337e-05
2019-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,13,960,8758943.929693274,6616,257572.1548903046,0.75,2.0,0.2,3.9,81.2,170802,166897,66570,78362,56031,0,8.945533960287439e-05
2019-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,27,960,8758943.929693274,6616,257572.1548903046,0.75,2.1,0.6,3.9,82.1,171226,167119,67217,78497,55454,0,8.025170393942574e-05
2019-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,16,960,8758943.929693274,6616,257572.1548903046,0.75,1.7,0.6,3.9,82.4,173283,166992,66013,78552,55321,0,6.0485615624355626e-05
2019-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.75,1.7,0.6,3.8,82.4,174793,166750,66212,78559,55266,0,4.973912008979859e-05
2019-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,0.75,1.5,0.0,3.8,82.2,175542,166928,66356,78389,55258,0,5.477860130425574e-05
2019-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,0.75,1.5,0.0,3.7,81.9,180328,167966,66628,78592,54810,0,4.542427961358409e-05
2019-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,0.75,1.3,0.0,3.9,81.8,181533,167409,67602,76824,55130,0,5.8724683470534436e-05
2020-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.75,1.8,-2.7,3.9,81.9,182292,167485,69513,76802,54981,0,0.00023034808477291968
2020-02-29,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,0.75,1.7,-2.7,4.1,81.4,183173,168138,71609,76845,54850,0,0.00032249281236571215
2020-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,0.1,1.5,-2.7,4.1,82.1,190051,166680,56247,76170,52819,0,0.00013716851351630444
2020-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,4,960,8758943.929693274,6616,257572.1548903046,0.1,0.8,-19.9,4.1,81.3,190383,167023,15936,73939,48469,0,0.056686782762402306
2020-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,1,960,8758943.929693274,6616,257572.1548903046,0.1,0.5,-19.9,4.1,81.7,199840,167088,9369,72450,46824,0,0.046140646159331306
2020-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,0.1,0.6,-19.9,4.4,82.9,202732,165407,40299,71841,46359,0,0.08265618553865343
2020-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,0.1,1.0,17.0,4.6,83.6,206675,162052,66552,71231,46832,0,1.3859159488088418e-07
2020-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.1,0.2,17.0,5.0,84.4,211087,159362,85159,70467,46719,0,1.7120992819552973e-07
2020-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,31,960,8758943.929693274,6616,257572.1548903046,0.1,0.5,17.0,5.2,85.3,211384,157163,92539,69915,45934,0,3.033439502853883e-07
2020-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,35,960,8758943.929693274,6616,257572.1548903046,0.1,0.7,1.4,5.2,86.0,216706,159008,100895,69361,45361,0,0.00012857700869391036
2020-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,42,960,8758943.929693274,6616,257572.1548903046,0.1,0.3,1.4,5.3,86.9,220791,159670,107780,68804,44361,0,0.00011589196253167232
2020-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,35,960,8758943.929693274,6616,257572.1548903046,0.1,0.6,1.4,5.2,87.5,226428,158236,103386,68344,44038,0,0.00011513723432321928
2021-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,34,960,8758943.929693274,6616,257572.1548903046,0.1,0.7,-1.1,5.0,87.5,231294,157861,97196,67669,41956,0,0.00021572326049025127
2021-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.1,0.4,-1.1,4.9,87.8,235480,157248,84509,67467,41359,0,0.0001432035601120142
2021-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,36,960,8758943.929693274,6616,257572.1548903046,0.1,0.7,-1.1,4.8,89.1,235781,155684,81078,67244,41219,0,0.0001395222737821849
2021-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.1,1.5,7.0,4.8,87.8,243115,152953,85391,67170,41129,0,1.1512478939226512e-05
2021-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.1,2.1,7.0,4.7,88.3,242301,151579,86153,67018,41562,0,1.409044523597654e-05
2021-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,29,960,8758943.929693274,6616,257572.1548903046,0.1,2.5,7.0,4.6,93.0,243244,150028,79149,66929,41505,0,1.3373602326467825e-05
2021-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.1,2.0,1.7,4.5,88.7,246015,149801,72343,66877,42009,0,6.600614980774969e-05
2021-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,28,960,8758943.929693274,6616,257572.1548903046,0.1,3.2,1.7,4.4,91.4,247273,149623,70895,67097,41990,0,0.00011467167548475072
2021-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,0.1,3.1,1.7,4.3,94.0,248460,148703,70466,67058,42562,0,8.189210732929727e-05
2021-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,26,960,8758943.929693274,6616,257572.1548903046,0.1,4.2,1.4,4.2,91.7,255647,149618,68333,65209,42868,0,0.00017114799044905607
2021-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,0.1,5.1,1.4,4.2,93.5,258170,150087,69386,65585,43091,0,0.0003017710192379957
2021-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.25,5.4,1.4,4.1,94.0,258516,149426,72810,65853,43158,0,0.0003531963437774787
2022-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,0.25,5.5,1.0,3.9,95.1,262166,149458,74047,66166,42767,0,0.0002888423340842765
2022-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,0.5,6.2,1.0,3.8,95.2,263169,149485,68333,66394,43517,0,0.0005007373308571561
2022-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.75,7.0,1.0,3.8,95.5,265146,149833,68906,66604,43932,0,0.0011238609939796236
2022-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,0.75,9.0,0.6,3.7,96.6,265416,150588,66065,66907,44248,0,0.004102901941078223
2022-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,30,960,8758943.929693274,6616,257572.1548903046,1.0,9.1,0.6,3.8,97.7,265766,152937,66457,67272,44547,0,0.0067610582069695556
2022-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,1.25,9.4,0.6,3.6,98.9,263233,155426,62797,67655,44691,0,0.007103170490290237
2022-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,1.25,10.1,0.1,3.6,100.8,265998,158934,62524,68095,44830,0,0.013090532322443333
2022-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,1.75,9.9,0.1,3.7,101.6,268063,160920,71925,68011,45033,0,0.02299097747580565
2022-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,2.25,10.1,0.1,3.8,101.8,269859,164371,64666,68539,45181,0,0.05290234873128768
2022-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,2.25,11.1,0.3,3.9,101.8,318384,176401,57790,68474,45159,0,0.11112216626099768
2022-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,3.0,10.7,0.3,3.9,101.7,314863,187544,46661,68101,45465,0,0.17578177081951793
2022-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,3.5,10.5,0.3,3.9,100.9,313573,195960,41520,67858,45575,0,0.24546960968449888
2023-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,13,960,8758943.929693274,6616,257572.1548903046,3.5,10.1,0.1,4.0,100.0,311421,204073,39884,69754,45780,0,0.24963099065810565
2023-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,10,960,8758943.929693274,6616,257572.1548903046,4.0,10.4,0.1,4.0,99.2,305164,211130,43016,70215,46525,0,0.4169548050611684
2023-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,4.25,10.1,0.1,3.9,98.1,303167,218406,51247,70222,46650,0,0.3923429335062686
2023-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,12,960,8758943.929693274,6616,257572.1548903046,4.25,8.7,0.0,4.0,98.3,298302,222518,49011,70550,47030,0,0.2368785753954399
2023-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,4.5,8.7,0.0,4.2,98.6,294355,227905,51046,70700,47380,0,0.37322815124155445
2023-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,14,960,8758943.929693274,6616,257572.1548903046,5.0,7.9,0.0,4.3,99.0,315548,233579,54416,70776,47735,0,0.41445524527934235
2023-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,5.0,6.8,-0.2,4.3,100.1,312318,244446,49005,70945,47961,0,0.25829585222524026
2023-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,5.25,6.7,-0.2,4.1,100.6,303526,252767,45047,71265,48378,0,0.2209659434936778
2023-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,16,960,8758943.929693274,6616,257572.1548903046,5.25,6.7,-0.2,4.0,100.1,300415,256723,43779,71316,48996,0,0.19127704860876663
2023-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,5.25,4.6,-0.3,4.0,99.7,298112,260401,48004,71672,49270,0,0.055552940097456774
2023-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,5.25,3.9,-0.3,3.9,99.0,295638,264403,50245,71987,49930,0,0.02960929809271525
2023-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,5.25,4.0,-0.3,4.1,98.2,295960,266886,52595,69380,50254,0,0.0470901420151144
2024-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,5.25,4.0,0.7,4.2,98.1,290397,269385,56258,70166,50308,0,0.03957070957621565
2024-02-29,10000,9911,24031698.86785746,9250,149036337.96135136,20,960,8758943.929693274,6616,257572.1548903046,5.25,3.4,0.7,4.3,97.6,293733,269954,60121,70517,50819,0,0.03256660808965239
2024-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,5.25,3.2,0.7,4.4,97.8,294441,272780,61801,70483,51065,0,0.03427313137635273
2024-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,29,960,8758943.929693274,6616,257572.1548903046,5.25,2.3,0.6,4.4,98.3,295126,273090,61785,71077,50778,0,0.019229808636490597
2024-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,15,960,8758943.929693274,6616,257572.1548903046,5.25,2.0,0.6,4.2,99.1,293538,272750,61075,71961,51194,0,0.010443881323195936
2024-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,5.25,2.0,0.6,4.2,99.5,293916,273263,60812,72322,51432,0,0.010329277078327238
2024-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,22,960,8758943.929693274,6616,257572.1548903046,5.25,2.2,0.2,4.1,100.6,292492,273181,62130,72813,51534,0,0.010993812652344219
2024-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,5.0,2.2,0.2,4.3,101.6,294184,273072,64744,73098,51815,0,0.012073643779900688
2024-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,19,960,8758943.929693274,6616,257572.1548903046,5.0,1.7,0.2,4.3,101.5,294559,273016,65140,73683,52157,0,0.008621642649965395
2024-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,24,960,8758943.929693274,6616,257572.1548903046,5.0,2.3,0.4,4.4,101.7,297126,272798,67686,73060,52500,0,0.014497284779513403
2024-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,32,960,8758943.929693274,6616,257572.1548903046,4.75,2.6,0.4,4.4,101.4,300771,269768,65787,72845,52313,0,0.013740073979035147
2024-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,21,960,8758943.929693274,6616,257572.1548903046,4.75,2.5,0.4,4.4,101.2,301370,269740,67098,73657,52675,0,0.012911601803049896
2025-01-31,10000,9911,24031698.86785746,9250,149036337.96135136,30,960,8758943.929693274,6616,257572.1548903046,4.75,3.0,0.6,4.4,101.5,300013,268459,66691,73979,53039,0,0.016658756797729147
2025-02-28,10000,9911,24031698.86785746,9250,149036337.96135136,14,960,8758943.929693274,6616,257572.1548903046,4.5,2.8,0.6,4.5,101.5,300086,267544,65238,74254,53487,0,0.01354372692228963
2025-03-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,4.5,2.6,0.6,4.6,102.7,304547,268831,64385,74113,53718,0,0.013881353037394259
2025-04-30,10000,9911,24031698.86785746,9250,149036337.96135136,16,960,8758943.929693274,6616,257572.1548903046,4.5,3.5,0.1,4.7,99.7,296803,269817,60510,74300,54128,0,0.04006300630792811
2025-05-31,10000,9911,24031698.86785746,9250,149036337.96135136,18,960,8758943.929693274,6616,257572.1548903046,4.25,3.4,0.1,4.7,101.0,297854,268234,62987,74681,54462,0,0.027926752456185457
2025-06-30,10000,9911,24031698.86785746,9250,149036337.96135136,12,960,8758943.929693274,6616,257572.1548903046,4.25,3.6,0.1,4.7,102.1,297037,267945,64095,75402,54614,0,0.03096935458628495
2025-07-31,10000,9911,24031698.86785746,9250,149036337.96135136,27,960,8758943.929693274,6616,257572.1548903046,4.25,3.8,0.2,4.8,103.0,299012,265642,64890,75753,55198,0,0.04017233078159669
2025-08-31,10000,9911,24031698.86785746,9250,149036337.96135136,25,960,8758943.929693274,6616,257572.1548903046,4.0,3.8,0.2,5.0,103.9,299456,263815,64468,76163,55569,0,0.0441080255198994
2025-09-30,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,4.0,3.8,0.2,5.1,103.6,300172,262299,65432,76459,55824,0,0.05355436455535367
2025-10-31,10000,9911,24031698.86785746,9250,149036337.96135136,14,960,8758943.929693274,6616,257572.1548903046,4.0,3.6,0.2,5.1,104.0,298370,262686,64561,76995,56226,0,0.0465137982576872
2025-11-30,10000,9911,24031698.86785746,9250,149036337.96135136,17,960,8758943.929693274,6616,257572.1548903046,4.0,3.2,0.2,5.2,104.3,300654,261181,64544,77654,56567,0,0.04279757060773431
2025-12-31,10000,9911,24031698.86785746,9250,149036337.96135136,23,960,8758943.929693274,6616,257572.1548903046,3.75,3.4,0.2,5.2,102.9,298697,261025,61626,78640,57013,0,0.03916988765692156
